"cliente","oficina","ingresos","viviendatipo","viviendavalor","estadocivil","lineasdevale","montosdelineas","dependientes","fechanacimiento","default"
"327679","3","20000","familiar","350000","casado","4","164000","1","19680518","0"
"327771","2","28400","familiar","350000","soltero","0","0","0","19831004","0"
"327878","3","0","familiar","0","casado","0","0","0","19631110","0"
"327928","3","17300","familiar","230000","casado","2","36000","3","19780720","1"
"328006","3","9600","propia","280000","casado","4","157000","3","19741127","0"
"328018","3","19000","familiar","750000","casado","4","150000","2","19901105","0"
"328020","3","0","familiar","400000","casado","0","0","2","19731104","0"
"328032","3","19400","familiar","250000","casado","5","105000","3","19880201","1"
"328033","3","32000","familiar","300000","casado","5","123045","2","19741226","0"
"328070","3","0","familiar","0","casado","0","0","0","19670913","0"
"328080","3","0","familiar","0","casado","0","0","0","19790922","0"
"328113","3","0","familiar","0","union_libre","0","0","0","19880522","0"
"328123","50","0","familiar","0","casado","0","0","0","19780912","0"
"328203","3","7000","familiar","300000","soltero","3","155012","3","19790824","0"
"328243","50","44000","familiar","250000","soltero","1","124937","3","19820330","0"
"328258","3","0","familiar","500000","casado","4","489449.2","3","19661108","0"
"328260","3","27500","familiar","400000","casado","5","544348","3","19830812","1"
"328261","3","0","familiar","350000","casado","1","121874.53","3","19761115","0"
"328285","3","0","familiar","550000","casado","5","286181.46","1","19860512","0"
"328375","3","0","familiar","250000","casado","2","102000","2","19750830","0"
"328420","3","0","familiar","250000","casado","5","448212","1","19581114","0"
"328440","43","14000","propia","700000","soltero","0","0","3","19560904","0"
"328455","3","0","familiar","400000","casado","3","78600","0","19711022","0"
"328457","3","5000","propia","200000","soltero","2","40000","2","19761023","0"
"328489","3","4000","familiar","250000","union_libre","0","0","2","19891118","1"
"328551","50","0","familiar","200000","casado","3","309600","0","19620215","0"
"328555","3","0","familiar","300000","soltero","3","115000","3","19640926","1"
"328561","3","0","familiar","500000","union_libre","3","50000","2","19850826","0"
"328648","2","14800","familiar","300000","casado","0","0","1","19900207","0"
"328684","3","0","familiar","350000","union_libre","1","150000","0","19860819","1"
"328710","3","0","familiar","250000","casado","2","102000","2","19770808","0"
"328822","3","6000","familiar","250000","soltero","5","150000","1","19780727","0"
"328842","3","0","familiar","250000","casado","10","1267161","1","19690105","0"
"328843","3","0","","434000","casado","3","227875","0","19660513","1"
"328852","3","0","familiar","400000","casado","2","50226","0","19571009","0"
"328879","3","0","familiar","250000","casado","5","251523","2","19550703","1"
"328902","3","0","propia","250000","soltero","4","235559","1","19680817","0"
"328918","3","0","familiar","480000","soltero","2","50978","4","19800509","1"
"328980","3","0","familiar","380000","casado","5","322000","3","19861119","0"
"328986","3","0","familiar","250000","union_libre","2","890321","1","19920414","1"
"328988","3","0","familiar","500000","casado","2","33000","1","19731106","0"
"329030","3","-100","familiar","250000","casado","7","828778","3","19770730","0"
"329032","3","9654","propia","600000","casado","2","50000","3","19740822","1"
"329067","3","0","familiar","550000","casado","2","118000","1","19721211","0"
"329068","3","1656.06","familiar","1200000","soltero","0","0","1","19881207","0"
"329069","50","-100","familiar","500000","casado","4","163207","2","19730623","0"
"329070","3","0","","300000","casado","1","41250","4","19870919","0"
"329110","3","16458","propia","232000","casado","2","60000","2","19691215","0"
"329153","3","0","propia","475000","union_libre","4","120000","1","19750328","1"
"329295","3","0","familiar","160000","casado","2","141680","2","19820317","0"
"329296","3","0","familiar","250000","casado","2","50289","3","19740714","1"
"329430","3","0","propia","360000","soltero","2","122000","2","19851213","1"
"329452","3","0","familiar","250000","casado","2","50000","1","19590107","0"
"329528","3","0","familiar","250000","soltero","3","73500","0","19941222","0"
"329541","3","5085.84","familiar","250000","casado","6","450000","1","19860204","0"
"329542","3","8528","propia","250000","union_libre","2","185000","4","19810831","0"
"329564","3","0","familiar","250000","casado","6","845778","3","19830521","0"
"329730","3","0","propia","407000","union_libre","3","135000","0","19900918","1"
"329812","43","10000","propia","800000","casado","0","0","0","19610212","0"
"329828","3","0","familiar","250000","casado","3","230420","1","19790803","0"
"329829","3","0","propia","250000","soltero","3","100370","0","19571004","0"
"329830","3","0","","250000","casado","8","306599","3","19890303","1"
"329849","3","0","familiar","250000","soltero","1","10000","3","19790509","1"
"329864","3","0","familiar","260000","casado","1","55000","3","19831125","1"
"329877","3","2278","familiar","250000","casado","0","0","2","19861009","0"
"329895","3","0","familiar","250000","soltero","3","222000","0","19630313","1"
"329901","3","0","familiar","400000","casado","3","115000","2","19771028","0"
"329902","3","0","familiar","250000","union_libre","4","314972","1","19770302","0"
"329926","3","12502","propia","300000","casado","2","90000","2","19790819","0"
"329938","3","0","propia","275000","soltero","1","64000","2","19770912","0"
"3300010","33","17500","propia","457000","soltero","1","12221","0","19730617","1"
"3300142","33","20817","propia","197000","casado","2","133000","2","19821213","0"
"3300418","33","28000","familiar","450000","casado","0","0","4","19821025","0"
"3300452","33","8000","familiar","350000","casado","2","175400","2","19780505","0"
"3300456","33","14000","familiar","650000","soltero","3","136729","0","19681004","0"
"3300472","33","17130","familiar","310000","casado","4","112000","3","19880217","1"
"3300481","33","0","propia","0","soltero","0","0","0","19700928","0"
"3300577","33","31500","familiar","350000","casado","6","1132837.92","0","19591128","0"
"3300609","33","-100","familiar","320000","casado","4","690516","0","19680902","0"
"3300756","33","18500","propia","500000","casado","1","20000","2","19781216","1"
"3300925","33","29100","propia","570000","casado","2","80000","4","19730808","0"
"3300986","33","9800","propia","450000","soltero","5","235000","2","19801006","0"
"330110","42","18000","propia","500000","union_libre","0","0","2","19690529","0"
"3301124","33","34000","familiar","400000","casado","1","32000","2","19930304","0"
"3301136","33","18000","propia","300000","union_libre","0","0","2","19860504","0"
"3301143","33","15200","propia","360000","casado","1","28200","3","19900106","1"
"3301355","33","25682","familiar","250000","casado","4","169694","2","19741204","0"
"3301384","36","0","","0","soltero","0","0","0","19691127","0"
"3301435","33","20600","propia","250000","casado","3","120000","0","19810418","1"
"330157","3","0","familiar","248000","union_libre","3","127000","4","19761030","1"
"3301673","33","0","familiar","0","union_libre","0","0","0","19810501","0"
"3301681","33","34400","familiar","515000","casado","5","0","3","19661231","1"
"3301727","33","39600","familiar","460000","casado","3","0","0","19770927","0"
"3301734","33","31000","familiar","400000","casado","3","795442","1","19760425","0"
"3302135","33","24800","propia","400000","casado","5","281656","2","19830829","0"
"330226","3","42065","familiar","1000000","soltero","4","135000","0","19921025","0"
"3302260","33","27400","familiar","700000","casado","3","142500","1","19801018","0"
"3302421","33","16800","propia","280000","casado","2","30000","2","19620331","0"
"330252","3","0","familiar","250000","casado","7","1832387","3","19770114","0"
"3302525","33","32000","familiar","150000","casado","3","131919","1","19881203","0"
"330253","3","0","familiar","250000","casado","8","778500","1","19710226","0"
"3302568","33","18400","propia","200000","casado","2","87000","3","19800930","0"
"3302637","33","51700","propia","1000000","soltero","2","141983","3","19750315","1"
"3302698","33","32000","familiar","180000","casado","4","341618","1","19720216","1"
"3302897","33","23350","familiar","250000","union_libre","1","90000","2","19910209","1"
"3303087","33","26000","familiar","1500000","soltero","1","20000","0","19650110","0"
"3303132","33","24100","propia","800000","soltero","7","363580","1","19690810","0"
"3303149","33","10950","familiar","300000","casado","2","50497","0","19721114","0"
"3303170","33","31000","propia","400000","casado","6","480640.78","2","19720524","0"
"330320","3","0","familiar","400000","casado","3","48000","3","19820828","0"
"3303290","33","28400","familiar","300000","union_libre","1","35000","1","19850707","1"
"3303326","33","2500","propia","400000","casado","0","0","2","19861024","0"
"3303382","33","5500","familiar","300000","casado","2","160000","2","19821217","0"
"3303386","33","24300","familiar","420000","casado","3","154159","1","19950517","1"
"3303443","33","15300","familiar","250000","casado","1","80000","0","19610603","0"
"3303447","33","13800","propia","450000","soltero","3","162589","2","19810322","1"
"3303474","33","10920","familiar","300000","casado","2","71645","0","19650508","0"
"330349","3","26800","familiar","500000","casado","2","30000","2","19800313","0"
"3303526","33","18400","propia","600000","casado","1","0","1000","19900711","0"
"3303536","33","16500","propia","9300","soltero","1","15000","0","19710914","0"
"330371","3","19600","familiar","300000","soltero","6","162218","1","19780320","1"
"330399","3","16000","familiar","250000","soltero","6","425366","1","19680924","0"
"330400","3","40000","familiar","750000","casado","5","615722","5","19860818","1"
"3304134","33","14300","propia","250000","union_libre","2","48600","0","19740304","1"
"3304191","33","20400","familiar","500000","soltero","1","24353","0","19630315","0"
"3304203","33","24500","familiar","385000","casado","1","8858","0","19690617","1"
"3304248","33","0","propia","200000","casado","3","135000","3","19660810","0"
"3304338","33","26000","familiar","300000","casado","1","20000","4","19810622","1"
"3304347","33","0","familiar","400000","casado","2","115000","1","19660122","1"
"3304354","33","33200","familiar","1500000","casado","2","500000","1","19681117","0"
"3304508","33","51100","propia","620000","casado","3","95852","2","19910709","1"
"3304640","33","0","familiar","0","soltero","0","0","0","19920813","0"
"3304758","33","11800","familiar","350000","soltero","2","36994","0","19661001","1"
"3304831","33","11800","familiar","200000","casado","4","207000","1","19801115","0"
"3304832","33","19000","familiar","350000","casado","3","206674","0","19630709","0"
"3305022","33","19600","familiar","250000","union_libre","2","140000","4","19880614","1"
"330503","3","0","familiar","0","casado","0","0","0","19640516","0"
"330504","3","32000","familiar","700000","casado","7","268500","1","19690925","0"
"3305184","33","19400","familiar","550000","casado","3","229373","0","19690810","0"
"330539","3","16400","propia","600000","casado","8","305704","1","19920128","0"
"3305784","33","6000","familiar","350000","casado","2","47400","2","19760531","0"
"3305946","33","12000","familiar","200000","casado","0","0","2","19721127","0"
"3306069","33","31800","familiar","300000","casado","2","64782","2","19600313","0"
"3306097","33","12180","familiar","300000","soltero","1","89967","2","19870731","0"
"3306127","33","50000","familiar","450000","casado","4","1476138","3","19890318","0"
"330622","3","43000","familiar","300000","casado","2","75000","3","19680420","0"
"3306362","33","9000","familiar","200000","union_libre","0","0","1","19701004","0"
"330650","3","23000","familiar","500000","soltero","3","235000","0","19690419","0"
"330651","3","19000","familiar","250000","casado","5","944486","4","19720621","0"
"3306736","33","18000","familiar","290000","casado","0","0","3","19850812","0"
"3306798","33","16000","familiar","400000","soltero","3","140609.2","0","19641114","0"
"3306803","33","0","familiar","0","casado","0","0","0","19851116","0"
"3306824","33","12000","familiar","250000","casado","1","38202","1","19780607","0"
"3307067","33","18600","propia","440000","soltero","5","123037.8","4","19800527","0"
"3307363","33","7700","propia","550000","soltero","1","40000","0","19670807","0"
"330781","3","16300","familiar","600000","union_libre","1","16000","2","19771103","0"
"330782","3","23000","familiar","450000","casado","2","48000","2","19830926","0"
"3308017","33","44200","propia","500000","union_libre","2","640784","0","19710826","0"
"3308286","33","4000","propia","300000","soltero","1","80000","1","19681030","0"
"3308405","33","12790","familiar","605000","casado","2","168600","1","19680930","0"
"3308632","33","31000","propia","800000","soltero","2","56035.7","1","19780720","0"
"3308763","33","27800","familiar","1200000","casado","4","488548","0","19591118","0"
"3308800","33","18200","propia","300000","soltero","2","115000","1","19630217","0"
"330894","3","14600","familiar","250000","casado","5","173700","3","19800513","0"
"3308950","33","17000","propia","200000","casado","3","654388","2","19730729","0"
"3309098","33","0","familiar","0","soltero","0","0","0","19750804","0"
"3309113","33","20500","familiar","600000","soltero","3","197267","0","19750711","0"
"3309228","33","15000","familiar","250000","casado","2","96734","3","19900120","1"
"3309695","33","29963","familiar","213000","casado","5","417821","2","19861212","1"
"330982","3","23700","familiar","1000000","casado","4","195215","1","19710430","0"
"3310410","33","17800","familiar","250000","soltero","0","0","1","19791029","1"
"3310493","33","16000","familiar","400000","casado","4","130000","2","19731213","1"
"3310501","33","44080","propia","400000","casado","1","23000","2","19840309","0"
"3310733","33","23200","propia","100000","soltero","0","0","1","19680602","0"
"3310751","33","61560","familiar","300000","union_libre","2","75000","3","19760330","1"
"331085","3","24800","familiar","250000","union_libre","8","431000","2","19880604","1"
"3310942","33","54100","familiar","350000","casado","2","100000","2","19701002","0"
"3311024","33","15900","propia","400000","casado","5","322000","0","19710308","1"
"3311040","33","11200","familiar","350000","casado","2","90828","1","19681208","1"
"3311132","33","0","propia","450000","union_libre","2","230088","1","19790226","0"
"3311140","33","0","familiar","250000","casado","0","0","1","19671209","1"
"3311161","33","20500","familiar","150000","casado","2","139000","3","19820910","0"
"331130","3","10000","propia","250000","casado","1","45000","0","19631113","0"
"3311546","33","20000","propia","450000","soltero","1","20000","2","19821026","1"
"3311573","33","0","familiar","0","soltero","0","0","0","19871010","1"
"3311609","29","0","familiar","0","union_libre","0","0","0","19810227","0"
"3311796","33","15200","propia","150000","soltero","2","110000","0","19640229","1"
"3311842","33","21200","familiar","200000","soltero","4","435000","2","19641127","0"
"3312048","33","0","familiar","250000","soltero","2","108440","2","19970523","0"
"3312069","33","10200","propia","1200000","soltero","2","50000","0","19760604","0"
"3312144","33","11160","propia","450000","soltero","2","155000","1","19720208","0"
"3312151","33","22200","familiar","400000","casado","1","64964","3","19740413","0"
"3312199","33","13600","familiar","1000000","casado","1","17863","0","19710220","1"
"3312229","33","12500","propia","500000","casado","2","152654","0","19630216","0"
"3312318","33","15000","familiar","970000","casado","1","23000","0","19660929","1"
"331237","3","45600","familiar","1500000","casado","2","66300","0","19760601","0"
"3312542","33","24800","familiar","300000","casado","1","50000","2","19920413","1"
"3312583","33","0","familiar","250000","casado","2","220000","0","19600105","1"
"3312813","33","20530","familiar","250000","casado","1","20000","0","19630813","0"
"3313319","33","0","propia","500000","casado","2","40000","0","19590907","0"
"3313364","33","10700","propia","500000","soltero","3","89382","1","19641115","0"
"3313385","33","0","propia","250000","casado","3","140000","0","19610904","0"
"3313388","33","0","propia","600000","casado","1","80000","2","19780120","0"
"3313448","33","30800","propia","350000","casado","6","421975","1","19770605","1"
"3313519","33","0","","300000","casado","2","78733.57","2","19801122","0"
"3313535","33","0","propia","250000","soltero","3","113784","1","19700102","1"
"3313560","33","23200","familiar","550000","casado","2","100000","2","19911006","1"
"3313617","33","2600","","250000","union_libre","1","80000","3","19770531","0"
"3313722","33","0","familiar","0","casado","0","0","0","19700828","0"
"3313833","33","0","","250000","casado","1","7000","0","19880302","0"
"3313856","33","4800","propia","250000","casado","2","102000","1","19690320","0"
"3313862","33","21600","familiar","200000","casado","4","330649","3","19800929","0"
"3313941","33","26000","familiar","500000","casado","2","104597","3","19840923","1"
"3313957","33","13800","propia","300000","soltero","1","66808","2","19830502","1"
"3314009","33","7900","propia","300000","union_libre","4","225504","0","19610906","1"
"3314024","33","12000","propia","450000","casado","0","0","2","19791218","0"
"3314047","33","20000","familiar","370000","casado","2","149705.23","2","19730921","1"
"3314087","33","0","propia","250000","soltero","3","208714","1","19671110","0"
"3314088","33","5000","propia","280000","soltero","3","119100","3","19840304","0"
"3314091","33","3080","propia","600000","soltero","3","170000","1","19640526","0"
"3314133","33","21000","propia","830000","casado","2","177019","0","19661228","0"
"3314198","33","4360","propia","250000","casado","1","14100","2","19701028","0"
"3314206","33","0","familiar","0","casado","0","0","0","19840410","0"
"3314256","33","14800","propia","200000","soltero","1","21000","1","19520917","0"
"3314303","33","12800","propia","250000","union_libre","2","155000","3","19810417","0"
"3314306","33","6000","familiar","250000","soltero","1","20000","1","19910808","0"
"3314308","33","15200","propia","250000","union_libre","2","50000","1","19830804","0"
"3314310","33","1800","propia","250000","casado","2","39100","1","19931104","1"
"3314344","33","10780","propia","200000","casado","3","165000","1","19730914","0"
"3314358","33","0","familiar","50000","soltero","0","0","2","19701226","1"
"3314381","33","0","","50000","union_libre","3","110000","1","19920811","0"
"3314388","33","20000","propia","200000","casado","1","46013","0","19640607","0"
"3314389","33","12000","propia","250000","casado","1","9100","3","19810502","1"
"3314395","33","7000","propia","350000","casado","0","0","4","19790625","0"
"3314517","33","4600","propia","250000","casado","4","298777.73","0","19621212","0"
"3314519","33","13800","familiar","350000","union_libre","3","893000","2","19720218","0"
"3314572","33","28000","propia","480000","casado","2","103656","2","19721124","1"
"3314642","33","30000","familiar","630000","casado","0","0","0","19660629","0"
"3314685","33","34000","propia","250000","casado","3","269744","1","19841227","0"
"3314776","33","11000","propia","200000","casado","1","80000","0","19661028","0"
"3314783","33","16800","propia","200000","casado","0","0","0","19580121","0"
"3314813","33","10000","familiar","850000","soltero","0","0","2","19600912","0"
"3314840","33","10000","familiar","600000","soltero","0","0","1","19620102","0"
"3314843","33","0","propia","200000","soltero","1","90000","0","19591023","0"
"3314850","33","3122","propia","200000","union_libre","0","0","1","19710911","0"
"3314854","33","0","","250000","union_libre","1","199000","1","19930307","1"
"3314860","33","30000","propia","350000","casado","4","306833","1","19891101","0"
"3314877","33","16000","propia","270000","casado","2","111007.21","2","19770320","1"
"3314922","33","17200","propia","17200","casado","0","0","2","19730508","0"
"3314929","33","8500","familiar","500000","soltero","2","110000","0","19641024","0"
"3314979","33","0","","200000","casado","0","0","2","19700512","0"
"3314990","33","19000","propia","300000","union_libre","3","265000","0","19680903","0"
"3315010","33","29500","familiar","100000","casado","0","0","1","19611023","0"
"331508","3","18000","familiar","350000","casado","4","140409","2","19740329","1"
"3315117","33","0","familiar","0","casado","0","0","0","19911114","0"
"3315126","33","11200","","220000","casado","1","110000","3","19821110","0"
"3315127","33","0","familiar","250000","soltero","4","189250","2","19890803","0"
"3315128","33","0","","0","union_libre","0","0","0","19740402","0"
"3315183","33","20800","familiar","200000","soltero","1","182000","1","19620312","0"
"3315229","33","13260","familiar","350000","casado","3","153000","4","19881222","0"
"3315266","33","0","familiar","200000","soltero","5","387908","1","19900902","1"
"3315273","33","9540","familiar","325000","casado","1","7000","2","19880224","0"
"3315284","33","3600","familiar","250000","casado","4","256738.08","0","19650610","0"
"3315287","33","32000","familiar","200000","casado","3","132000","2","19811028","0"
"3315293","33","0","familiar","0","union_libre","0","0","0","19790315","0"
"3315295","33","0","familiar","250000","casado","2","68835.79","1","19740714","0"
"3315302","33","13600","","250000","unión libre","3","359734","1","19670612","0"
"3315416","33","30200","familiar","400000","union_libre","0","0","0","19941024","0"
"3315482","33","22040","propia","250000","casado","2","50000","1","19800729","1"
"3315503","33","20000","familiar","600000","casado","4","504229.78","2","19681126","0"
"3315504","33","0","familiar","0","casado","0","0","0","19820516","0"
"3315505","33","0","","350000","casado","1","30000","2","19780119","0"
"3315506","33","0","familiar","250000","casado","4","242830","4","19700613","0"
"3315508","33","0","familiar","0","casado","0","0","0","19590826","1"
"3315530","33","5000","propia","450000","casado","1","60000","0","19580722","1"
"3315562","33","0","propia","250000","casado","5","405095","1","19670308","0"
"3315570","33","0","familiar","2350000","casado","0","0","2","19730403","1"
"3315606","33","16800","familiar","450000","casado","1","61000","1","19790105","0"
"3315647","33","25500","familiar","400000","casado","0","0","2","19771017","0"
"3315704","33","10400","propia","375000","casado","3","53403","1","19761128","0"
"3315730","33","8300","propia","300000","soltero","0","0","1","19650203","0"
"3315735","33","23200","familiar","200000","soltero","2","70564","0","19610614","0"
"3315753","33","22000","familiar","450000","casado","5","1030039","2","19830405","1"
"3315831","33","0","propia","400000","union_libre","4","180000","1","19661101","0"
"3315833","33","16800","familiar","800000","casado","3","226000","1","19570121","0"
"3315834","33","4000","familiar","700000","casado","0","0","3","19610920","0"
"3315835","33","6000","familiar","550000","casado","6","1063936.78","2","19680924","0"
"3315884","33","0","familiar","300000","casado","1","40000","2","19700621","0"
"3315889","33","20000","propia","1850000","casado","2","92500","2","19700803","0"
"3315891","33","8400","propia","500000","soltero","4","180000","3","19761103","0"
"3315892","33","0","familiar","2000000","casado","3","395000","2","19590721","0"
"3315917","33","3000","propia","150000","union_libre","1","12000","1","19801214","0"
"3315977","33","12000","","220000","casado","1","150000","1","19810324","0"
"3316020","33","6500","familiar","300000","casado","1","71397","1","19621121","0"
"3316024","33","13200","propia","800000","soltero","4","147469","2","19670302","0"
"3316041","33","24000","familiar","350000","casado","3","72755","1","19800209","0"
"3316049","33","3600","familiar","250000","casado","1","30000","3","19730511","0"
"3316055","33","9600","propia","270000","casado","2","61617","1","19781126","0"
"331613","3","24000","familiar","650000","union_libre","3","75000","2","19800122","1"
"3316135","33","0","familiar","450000","casado","4","196000","1","19731222","0"
"3316138","33","0","familiar","250000","casado","3","208550","2","19700127","0"
"3316139","33","20000","propia","800000","casado","4","224036","0","19671222","1"
"331614","3","33100","familiar","750000","union_libre","2","75000","3","19840115","0"
"3316140","33","0","propia","300000","casado","3","183950","1","19621226","0"
"3316142","33","7500","propia","350000","soltero","0","0","0","19650223","0"
"331615","3","52600","familiar","250000","casado","7","618000","0","19730122","0"
"331616","3","22400","familiar","400000","soltero","2","68000","2","19820908","1"
"331617","3","49000","familiar","1000000","casado","8","523457","1","19730410","0"
"3316174","33","21800","familiar","550000","casado","5","280420","2","19710919","0"
"3316180","33","15400","propia","330000","casado","2","115018","2","19921008","0"
"3316188","33","15000","familiar","300000","casado","3","151890","4","19830319","0"
"3316189","33","9100","familiar","250000","casado","2","85000","0","19640318","0"
"3316260","33","33500","familiar","200000","casado","3","141423","1","19920402","0"
"331628","3","31600","familiar","250000","union_libre","5","389000","1","19741002","0"
"3316283","33","12600","familiar","300000","casado","1","50000","2","19750309","0"
"331629","3","6600","propia","250000","soltero","1","35000","0","19660115","0"
"3316312","33","12300","familiar","250000","union_libre","0","0","0","19660305","1"
"3316313","33","2000","familiar","950000","casado","2","100000","3","19751205","0"
"3316319","33","50700","familiar","600000","casado","2","12529","0","19731223","1"
"3316320","33","23000","familiar","750000","soltero","1","25000","0","19750610","0"
"3316334","33","5000","familiar","200000","soltero","3","180000","1","19911220","0"
"3316338","33","31000","familiar","450000","casado","1","66000","1000","19720718","0"
"3316350","33","0","familiar","0","casado","0","0","0","19540811","0"
"3316382","33","34300","propia","550000","soltero","5","307470","1","19711112","0"
"3316417","33","7000","familiar","1500000","union_libre","4","295000","3","19850317","1"
"3316418","33","13500","familiar","300000","soltero","4","129400","0","19911108","1"
"3316448","33","17500","familiar","200000","soltero","2","765110","1","19680810","0"
"3316450","33","13400","propia","900000","casado","6","559737","2","19650807","1"
"3316451","33","0","propia","0","casado","0","0","0","19880929","0"
"3316498","33","0","familiar","0","casado","0","0","0","19670414","0"
"3316499","33","4840","familiar","650000","casado","3","75000","2","19770218","0"
"3316502","33","11600","propia","300000","casado","5","322751","0","19810419","0"
"3316504","33","6500","familiar","400000","soltero","0","0","0","19580805","0"
"3316509","33","4700","familiar","350000","casado","4","175500","3","19710806","1"
"3316528","33","19000","familiar","700000","soltero","3","91000","2","19750623","0"
"3316577","33","34500","propia","600000","casado","4","182372","1","19880123","0"
"3316628","33","17000","familiar","800000","casado","2","150000","0","19600407","0"
"3316703","33","38000","familiar","200000","casado","2","207849","0","19750620","0"
"3316707","33","4400","familiar","750000","casado","1","29000","0","19690829","1"
"3316708","33","0","propia","0","casado","0","0","0","19880306","0"
"3316709","33","21000","propia","230000","union_libre","2","105000","1","19650210","1"
"3316752","33","7000","familiar","250000","casado","2","259000","3","19780228","0"
"3316771","33","12400","familiar","650000","casado","0","0","2","19750825","0"
"3316772","33","12500","familiar","400000","casado","2","169442","2","19720303","0"
"3316780","33","3000","familiar","115000","casado","1","60000","2","19701214","1"
"3316781","33","0","familiar","650000","casado","0","0","2","19790626","1"
"3316926","33","44000","propia","400000","casado","0","0","1","19560830","0"
"3316927","33","0","familiar","0","casado","0","0","0","19750315","0"
"3316928","33","0","familiar","200000","casado","4","226542","2","19820605","1"
"3316950","33","13100","","200000","union_libre","2","55000","2","19791117","0"
"3316951","33","19000","propia","450000","casado","3","588165","0","19640427","0"
"3316955","33","0","familiar","0","casado","0","0","0","19811110","1"
"3316960","33","13000","propia","300000","casado","4","538026","0","19730624","0"
"3316962","33","20000","familiar","200000","soltero","5","402360","1","19900318","0"
"3316994","33","30000","familiar","1500000","casado","1","21280","1","19700811","0"
"3317080","33","15500","familiar","300000","soltero","1","90000","1","19930314","0"
"3317082","33","16600","familiar","350000","casado","4","226000","2","19850413","0"
"3317100","33","29640","familiar","300000","casado","5","202000","0","19691028","0"
"3317149","33","17000","familiar","350000","casado","0","0","2","19951007","0"
"3317163","33","0","familiar","0","casado","0","0","0","19720226","0"
"3317164","33","12000","propia","300000","soltero","2","137850","1","19630630","1"
"3317170","33","0","familiar","0","soltero","0","0","0","19620912","0"
"3317175","33","18000","propia","250000","casado","3","306335","0","19570309","0"
"3317197","33","30000","familiar","250000","casado","2","119564","0","19580801","0"
"331731","3","12700","familiar","250000","casado","0","0","2","19940325","0"
"3317330","33","3500","familiar","250000","union_libre","2","59993","3","19740609","0"
"3317331","33","18800","propia","400000","soltero","4","210000","1","19601223","0"
"3317357","33","0","","0","union_libre","0","0","0","19740724","1"
"3317398","33","24200","familiar","200000","union_libre","2","139000","0","19710808","0"
"3317400","33","31800","familiar","300000","soltero","3","185500","2","19900212","0"
"3317437","33","19400","familiar","550000","casado","4","204000","3","19760629","0"
"3317464","33","0","propia","350000","casado","0","0","3","19820827","1"
"3317470","33","13360","propia","300000","casado","2","105500","1","19890302","0"
"3317549","33","21600","familiar","430000","casado","5","437958","2","19700111","0"
"3317551","33","28500","familiar","350000","union_libre","0","0","0","19620912","0"
"3317578","33","20000","propia","350000","union_libre","0","0","0","19710911","0"
"3317603","33","12700","familiar","300000","union_libre","2","127518","1","19780126","0"
"3317630","33","25000","propia","500000","casado","2","130386","2","19750812","0"
"3317640","33","0","familiar","350000","casado","2","140940","0","19710307","0"
"3317641","33","0","","300000","union_libre","1","80000","2","19811201","1"
"3317647","33","6898","propia","400000","soltero","2","116919.01","2","19730320","1"
"3317666","33","0","familiar","250000","casado","2","90000","2","19811108","1"
"3317677","33","20800","familiar","450000","casado","4","241392","3","19850328","1"
"3317735","33","18400","familiar","300000","casado","3","162000","1","19890702","0"
"331776","3","25400","propia","250000","union_libre","2","40000","1","19881214","0"
"3317762","33","0","familiar","250000","casado","4","142976","3","19820218","1"
"3317799","33","0","propia","250000","casado","3","105000","0","19660920","1"
"3317804","33","11800","propia","600000","soltero","3","81981","1","19701123","0"
"3317890","33","0","familiar","500000","casado","3","95235","3","19700801","0"
"3317909","33","0","familiar","350000","casado","3","211610","1","19561020","0"
"3317945","33","32500","familiar","250000","casado","2","116500","2","19650905","1"
"3317950","33","0","propia","350000","casado","2","100000","3","19811213","1"
"3318019","33","0","familiar","850000","soltero","0","0","2","19681102","0"
"3318047","33","0","familiar","250000","casado","3","449000","2","19770107","0"
"3318049","33","0","propia","300000","union_libre","3","188000","1","19670227","1"
"3318050","33","0","familiar","300000","casado","3","283054","3","19771130","1"
"3318051","33","0","familiar","300000","casado","1","23551","2","19721025","0"
"3318073","33","0","","300000","union_libre","1","20000","2","19840304","0"
"3318239","33","0","familiar","240000","casado","4","263500","3","19800513","0"
"3318263","33","1500","propia","250000","casado","3","780125","0","19630130","0"
"3318265","33","0","familiar","300000","casado","0","0","0","19570210","0"
"3318266","33","0","familiar","450000","casado","2","95000","0","19810124","0"
"3318267","33","0","familiar","300000","casado","1","15000","0","19930108","1"
"331835","3","17700","familiar","250000","casado","4","128000","1","19881002","1"
"3318358","33","0","familiar","250000","casado","2","125000","1","19750326","1"
"3318367","33","15200","propia","230000","casado","2","85000","2","19570829","0"
"331837","3","32000","","280000","casado","2","20000","1","19800114","1"
"3318371","33","0","familiar","300000","soltero","2","509000","2","19771125","0"
"3318372","33","0","familiar","250000","casado","4","188757","2","19810719","0"
"3318451","33","0","familiar","300000","soltero","1","10000","4","19830902","0"
"3318452","33","0","propia","250000","casado","1","57500","3","19650304","0"
"331846","3","7000","familiar","250000","soltero","0","0","0","19590525","0"
"3318521","33","0","familiar","600000","union_libre","1","64000","0","19671211","0"
"3318527","33","-100","familiar","250000","casado","1","145000","2","19740310","0"
"3318607","59","0","familiar","800000","casado","2","40000","3","19770717","0"
"3318629","59","21200","familiar","250000","casado","4","471331","3","19750606","1"
"3318632","33","13700","familiar","350000","soltero","1","20364","1","19650609","0"
